Index,Year,Country,UNIT,Indicator,Value
,2014,Croatia,"Current prices, million euro",Subsidies,971.6
,2014,Croatia,"Current prices, million euro",Taxes less subsidies on products,"6,584.10"
,2014,Croatia,"Current prices, million euro",Taxes on products,"7,555.70"
,2014,Croatia,"Current prices, million euro",Subsidies on products,971.6
,2014,Croatia,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Croatia,"Current prices, million euro",Statistical discrepancy (expenditure approach),:
,2014,Croatia,"Current prices, million euro",Statistical discrepancy (income approach),0
,2014,Croatia,"Current prices, million euro",Final consumption expenditure and gross capital formation,"42,558.90"
,2014,Croatia,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","62,220.10"
,2014,Italy,"Current prices, million euro",Gross domestic product at market prices,"1,621,827.20"
,2014,Italy,"Current prices, million euro","Value added, gross","1,457,859.20"
,2014,Italy,"Current prices, million euro",Final consumption expenditure,"1,299,306.30"
,2014,Italy,"Current prices, million euro",Final consumption expenditure of general government,"313,311.00"
,2014,Italy,"Current prices, million euro",Individual consumption expenditure of general government,"184,387.00"
,2014,Italy,"Current prices, million euro",Collective consumption expenditure of general government,"128,924.00"
,2014,Italy,"Current prices, million euro",Household and NPISH final consumption expenditure,"985,995.30"
,2014,Italy,"Current prices, million euro",Final consumption expenditure of households,"976,779.50"
,2014,Italy,"Current prices, million euro",Final consumption expenditure of NPISH,"9,215.80"
,2014,Italy,"Current prices, million euro",Actual individual consumption,"1,170,382.30"
,2014,Italy,"Current prices, million euro",Gross capital formation,"276,245.90"
,2014,Italy,"Current prices, million euro",Gross fixed capital formation,"271,516.00"
,2014,Italy,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"4,729.90"
,2014,Italy,"Current prices, million euro",Changes in inventories,"2,665.40"
,2014,Italy,"Current prices, million euro",Acquisitions less disposals of valuables,"2,064.50"
,2014,Italy,"Current prices, million euro",Exports of goods and services,"475,301.00"
,2014,Italy,"Current prices, million euro",Exports of goods,"389,510.40"
,2014,Italy,"Current prices, million euro",Exports of services,"85,790.70"
,2014,Italy,"Current prices, million euro",Imports of goods and services,"429,026.10"
,2014,Italy,"Current prices, million euro",Imports of goods,"342,108.20"
,2014,Italy,"Current prices, million euro",Imports of services,"86,917.90"
,2014,Italy,"Current prices, million euro",External balance of goods and services,"46,275.00"
,2014,Italy,"Current prices, million euro",External balance - Goods,"47,402.20"
,2014,Italy,"Current prices, million euro",External balance - Services,"-1,127.20"
,2014,Italy,"Current prices, million euro",Compensation of employees,"639,257.30"
,2014,Italy,"Current prices, million euro",Wages and salaries,"466,807.90"
,2014,Italy,"Current prices, million euro",Employers' social contributions,"172,449.40"
,2014,Italy,"Current prices, million euro","Operating surplus and mixed income, gross","768,048.70"
,2014,Italy,"Current prices, million euro",Taxes on production and imports less subsidies,"214,521.10"
,2014,Italy,"Current prices, million euro",Taxes on production and imports,"250,869.00"
,2014,Italy,"Current prices, million euro",Subsidies,"36,347.90"
,2014,Italy,"Current prices, million euro",Taxes less subsidies on products,"163,968.00"
,2014,Italy,"Current prices, million euro",Taxes on products,"189,973.00"
,2014,Italy,"Current prices, million euro",Subsidies on products,"26,005.00"
,2014,Italy,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Italy,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2014,Italy,"Current prices, million euro",Statistical discrepancy (income approach),0
,2014,Italy,"Current prices, million euro",Final consumption expenditure and gross capital formation,"1,575,552.20"
,2014,Italy,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","2,050,853.20"
,2014,Cyprus,"Current prices, million euro",Gross domestic product at market prices,"17,605.90"
,2014,Cyprus,"Current prices, million euro","Value added, gross","15,447.80"
,2014,Cyprus,"Current prices, million euro",Final consumption expenditure,"15,080.70"
,2014,Cyprus,"Current prices, million euro",Final consumption expenditure of general government,"2,845.70"
,2014,Cyprus,"Current prices, million euro",Individual consumption expenditure of general government,"1,219.10"
,2014,Cyprus,"Current prices, million euro",Collective consumption expenditure of general government,"1,626.60"
,2014,Cyprus,"Current prices, million euro",Household and NPISH final consumption expenditure,"12,235.00"
,2014,Cyprus,"Current prices, million euro",Final consumption expenditure of households,"12,064.20"
,2014,Cyprus,"Current prices, million euro",Final consumption expenditure of NPISH,170.8
,2014,Cyprus,"Current prices, million euro",Actual individual consumption,"13,454.10"
,2014,Cyprus,"Current prices, million euro",Gross capital formation,"2,164.50"
,2014,Cyprus,"Current prices, million euro",Gross fixed capital formation,"2,052.40"
,2014,Cyprus,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,112.1
,2014,Cyprus,"Current prices, million euro",Changes in inventories,92.1
,2014,Cyprus,"Current prices, million euro",Acquisitions less disposals of valuables,20
,2014,Cyprus,"Current prices, million euro",Exports of goods and services,"10,925.60"
,2014,Cyprus,"Current prices, million euro",Exports of goods,"2,807.80"
,2014,Cyprus,"Current prices, million euro",Exports of services,"8,117.80"
,2014,Cyprus,"Current prices, million euro",Imports of goods and services,"10,564.90"
,2014,Cyprus,"Current prices, million euro",Imports of goods,"5,619.40"
,2014,Cyprus,"Current prices, million euro",Imports of services,"4,945.50"
,2014,Cyprus,"Current prices, million euro",External balance of goods and services,360.7
,2014,Cyprus,"Current prices, million euro",External balance - Goods,"-2,811.60"
,2014,Cyprus,"Current prices, million euro",External balance - Services,"3,172.30"
,2014,Cyprus,"Current prices, million euro",Compensation of employees,"7,841.70"
,2014,Cyprus,"Current prices, million euro",Wages and salaries,"6,325.00"
,2014,Cyprus,"Current prices, million euro",Employers' social contributions,"1,516.70"
,2014,Cyprus,"Current prices, million euro","Operating surplus and mixed income, gross","7,296.40"
,2014,Cyprus,"Current prices, million euro",Taxes on production and imports less subsidies,"2,467.80"
,2014,Cyprus,"Current prices, million euro",Taxes on production and imports,"2,616.70"
,2014,Cyprus,"Current prices, million euro",Subsidies,148.9
,2014,Cyprus,"Current prices, million euro",Taxes less subsidies on products,"2,158.00"
,2014,Cyprus,"Current prices, million euro",Taxes on products,"2,238.80"
,2014,Cyprus,"Current prices, million euro",Subsidies on products,80.7
,2014,Cyprus,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Cyprus,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2014,Cyprus,"Current prices, million euro",Statistical discrepancy (income approach),0
,2014,Cyprus,"Current prices, million euro",Final consumption expenditure and gross capital formation,"17,245.20"
,2014,Cyprus,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","28,170.80"
,2014,Latvia,"Current prices, million euro",Gross domestic product at market prices,"23,681.50"
,2014,Latvia,"Current prices, million euro","Value added, gross","20,795.20"
,2014,Latvia,"Current prices, million euro",Final consumption expenditure,"18,604.30"
,2014,Latvia,"Current prices, million euro",Final consumption expenditure of general government,"4,135.60"
,2014,Latvia,"Current prices, million euro",Individual consumption expenditure of general government,"1,929.80"
,2014,Latvia,"Current prices, million euro",Collective consumption expenditure of general government,"2,205.80"
,2014,Latvia,"Current prices, million euro",Household and NPISH final consumption expenditure,"14,468.70"
,2014,Latvia,"Current prices, million euro",Final consumption expenditure of households,"14,178.00"
,2014,Latvia,"Current prices, million euro",Final consumption expenditure of NPISH,290.7
,2014,Latvia,"Current prices, million euro",Actual individual consumption,"16,398.50"
,2014,Latvia,"Current prices, million euro",Gross capital formation,"5,418.60"
,2014,Latvia,"Current prices, million euro",Gross fixed capital formation,"5,337.30"
,2014,Latvia,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,81.3
,2014,Latvia,"Current prices, million euro",Changes in inventories,80.6
,2014,Latvia,"Current prices, million euro",Acquisitions less disposals of valuables,0.8
,2014,Latvia,"Current prices, million euro",Exports of goods and services,"14,345.90"
,2014,Latvia,"Current prices, million euro",Exports of goods,"10,241.70"
,2014,Latvia,"Current prices, million euro",Exports of services,"4,104.20"
,2014,Latvia,"Current prices, million euro",Imports of goods and services,"14,687.30"
,2014,Latvia,"Current prices, million euro",Imports of goods,"12,621.20"
,2014,Latvia,"Current prices, million euro",Imports of services,"2,066.00"
